pid,desc,capperc,cap
5659,"Find city life made easy at Metro 710. The granite countertop-stainless steel appliances-steps to the Metro lifestyle is yours today at Metro 710. Located in vibrant Silver Spring, Maryland, Metro 710 apartments have been designed to elevate your everyday. Shake up martinis in your new kitchen before catching a premiere at the AFI. Beat your personal best on the treadmill in the fitness center. And all you need Sunday mornings is your spa-style bath, Starbucks and Rock Creek Park. Silver Spring is an urban oasis and a charming neighborhood hip when you need fantastic food, savvy shopping and extraordinary entertainment, but laid back enough to let you casually stroll to all of the conveniences. From its beautiful apartment homes to its gracious community amenities and world-class service to its fabulous location, every facet of Metro 710 is harmoniously in sync to ensure you an effortlessly luxurious lifestyle.",0.01,1.0
5660,,,
5661,"Its no wonder youre surprised. Why wouldnt you be? After all, its not every day that your search for apartments in Silver Spring, MD, leads you to a place with amenities that rival a luxury hotel and apartment features worthy of a big city penthouse. Of course, thats only part of what made you decide to call Enclave Silver Spring home. Theres the location, at the intersection of two major thoroughfares and a lifetimes worth of shopping, dining, entertainment and recreation not to mention the free shuttle to the Silver Spring Metro. The services were also important to you, from the concierge services to the 24-hour emergency maintenance. But what ultimately clinched the deal was finding out your furry best friends could share this wonderful new life with you. Now, arent you glad you discovered Enclave Silver Spring apartments? We are. Welcome home!",0.01,1.0
5662,"About Us * Sky Properties manages 6-unit garden-style apartment buildings 10 minutes outside of Washington, DC and just minutes from the Beltway in the sought-after Montgomery County suburb of Takoma Park/Silver Spring. Many of the buildings are located near Wayne and Flower Avenues, while others overlook Sligo Creek Park. Most apartment buildings are within walking distance to the Silver Spring Metro Station. * Convenient Location * There is no need for a car when you live at Sky Properties. The J-4 Metro bus stops close to our buildings and provides direct access to Bethesda and College Park, while the Silver Spring and Takoma Park Metro Red Line stations are only 10-15 minutes away on Montgomery County's Ride-On bus service. Washington, DC's Union Station is just under 30 minutes away. * The University of Maryland campus in College Park is only 10 minutes away on their shuttle, which stops nearby. We are also close to Columbia Union College, Walter Reed Army Medical Center, the Food and Drug Administration (FDA), the National Security Agency (NSA), NASA's Goddard Space Flight Center, the National Oceanic and Atmospheric Administration (NOAA), Discovery Communications, and the American Film Institute (AFI). Minutes away are two of the area's premier music and performance venues, Strathmore Hall in Rockville, MD and Clarisse Smith Center, on the Campus of the University of Maryland. * Great Neighborhood * The Long Branch neighborhood is friendly, active, and bursting with amenities. Sky Properties residents can walk to restaurants, shops, banks, a dry cleaner, a movie theatre, 2 supermarkets, and more in a nearby shopping center, while the Silver Spring/Takoma Park Food Coop, Whole Foods, and Trader Joe's are a short drive away. * Sligo Creek Park is a short walk away, where you can enjoy playgrounds, picnic areas, tennis courts, a golf course, and a 10.2 mile long paved trail for hiking and biking. The nearby Long Branch Community Center offers a pool, fitness center, and year round activities, and the Pyramid Atlantic Art Center offers numerous educational programs. You can walk to Rolling Terrace Elementary School and the neighborhood branch of the Montgomery County Public Library. Class Act Arts holds events and workshops that are open to the public and a Saturday Morning Children's Series at the Robert E. Parilla Performing Arts Center at Montgomery College. * Beautiful Apartments * Sky Properties offers light and airy studio, 1, 2, and 3 bedroom a",0.02,1.0
5663,"Upscale just got more uplifting. Dramatic, urban, and creative. Exactly what you want in contemporary luxury living in a dynamic city like Silver Springs. We've created inspired spaces that surpass expectations and open up an entirely new world and approach to upscale living. Our rooftop amenity experience is breathtaking. You'll also appreciate how much is nearby. Enjoy acclaimed dining, a plethora of shopping, inspired entertainment, thriving fine arts and diverse culture. The world is at your feet when you live at The Cameron.",0.0,0.0
5664,"Aston Woods Apartments is a 261-unit community located in Silver Spring, Maryland. The community offers easy access to downtown Silver Spring, Baltimore, and Washington DC from Interstate 95, Interstate 495, and is just one block from the Park & Ride. The one and two bedroom apartments for rent offer washer and dryers, private patios or balconies, black appliances, wood style flooring, and additional outside storage. Some apartments may boast premium finishes such as espresso cabinetry with nickel hardware, new granite style counter-tops, and updated lighting. In addition, residents can take advantage of the 24 hour strength and cardio center, relaxing swimming pool with spacious sundeck, and business center. Call or stop by today for your personal tour!",0.01,1.0
5665,"Hampton Point Apartments are located in Silver Spring, MD and offers a selection of one and two bedroom apartments for rent. You will find premium finishes are the standard at Hampton Point which include light maple cabinetry, brushed nickel accents, and washer and dryer in every apartment. Some homes boast unique features such as wood burning fireplace, vaulted ceilings and relaxing courtyard views. Our clubhouse offers a business center with three PC stations, free Wi-Fi and coffee bar. The swimming pool with sundeck seating is a relaxing way to spend your sunny afternoons or grill out in our picnic area. As a Milestone Management Community our residents enjoy online resident services and bill pay and 24-hour emergency maintenance service. All of this combined with a great location minutes to US Route-29, the MD-200 Intercounty Connector, Washington DC and Baltimore make Hampton Point the perfect place to relax and unwind.",0.03,1.0
5666,"Alexander House offers a unique opportunity to enjoy moments of quiet solitude in a lovely, courtyard garden. It's where you can truly relax and unwind...take a break from the pressures of your busy day. Surrounded by a sculptured screen adorned with art elements capturing the beauty of clouds, this secluded area has the feeling of your own private sanctuary. Alexander House is 16 stories of luxurious ambiance. Thirteen different floor plans offering studio, one bedroom and two bedroom apartments. All impeccably designed. All featuring superior quality materials, appliances and fixtures. All with the most modern conveniences. Alexander House also comes with a feature that's simply not available with any other apartment house of comparable stature in the Washington area: affordability. Yes, for all it's amenitites...all it's little personal touches and details at Alexander House. Nothing else comes close",0.0,0.0
5667,"Fall into your new home at Citron Apartments! Please see office for further details on our current pricing! Upscale Apartments in the Heart of Downtown Silver Spring's never ending excitement. There was a time when people held salons, intimate gatherings of literary, artistic and cultural movers and shakers. At Citron, that era is back, in all its creative glory. Citron is an intimate counterpoint to its high-rise neighbors. A haven of serenity and elevated consciousness in the heart of Downtown Silver Spring's never-ending excitement. Amenity-rich, filled with features, green and sustainable, and always forward-thinking. There's a true sense of community here, with easily accessed gathering areas that invite social interaction, from light conversation to deep contemplation. Make time to get together with Citron Apartments.",0.0,0.0
5668,"From the convenience of a Metro Bus stop to the huge windows bursting with natural light, Hampshire West apartment homes will spoil you. In the summer, your family will be sure to enjoy the sparkling pool and playground area.",0.0,0.0
5669,"Enjoy the amenities, space and design of your Nob Hill apartment home, not to mention an outstanding view! Beyond this quaint community lies the conveniences of Silver Spring. Shopping, dining and entertainment are only a walk or a bus ride away.",0.0,0.0
5670,"Conveniently located in the heart of downtown Silver Spring, The Charter House is an active adult 55+ community. We offer the perfect studio, 1 and 2 bedroom apartment homes meeting the needs of almost anyone looking for a new home. Enjoy an array of services and amenities ranging from an onsite fitness center, computer lab with wifi access as well as social educational and recreational programs. Our community is going through updates! Check out our photos to see what we have coming soon! Live the life you want at the Charter House Apartments. An AHC Inc. Apartment Community.",0.01,1.0
5671,"You can say ""everything I want in an apartment in Silver Spring, MD,"" in two words: Falkland Chase. A community highlighted by mature trees, beautifully landscaped grounds and the multitude of attractions offered by Silver Spring. The oversized apartments and townhomes of Falkland Chase come in a variety of floor plans, all filled with the features you want and need. Come home to everything. It's all here in the downtown Silver Spring apartments of Falkland Chase.",0.01,1.0
5672,"Redesign your lifestyle at a place where luxury and style merge in a setting that is perfect and peaceful. Our apartment homes have a new look to match your modern day lifestyle. It's not often a place like this comes along with new carpet, new black-on-black appliances, and new countertops. Montclair goes beyond the ordinary to be extraordinary. It is a place where you can relax, rejuvenate and be yourself...or redefine yourself. Montclair Apartments offer you one and two-bedroom homes that will fulfill your every expectation. From the wood-burning fireplaces, to the gourmet inspired kitchens, your home will be filled with the warmth, comfort, and luxury you desire. Swim in our sparkling pool, or enjoy a game of tennis in your own backyard. Congratulations to Montclair Apartments for winning the 2016 Top Rated ApartmentRatings.com Award! Montclair Apartments was also recognized with outstanding resident satisfaction ratings as measured on ApartmentRatings.com in 2015. Approxim",0.01,1.0
5673,"Welcome Home to Rock Creek Springs Apartments in Downtown Silver Spring. We offer the best of both worlds with convenience to the city and the quiet charm of the suburbs. All around you?ll find restaurants, shopping and entertainment with convenience to the Silver Spring Metro station a few short blocks away!",0.0,0.0
5674,"Parkside Terrace puts you in a wooded setting, with close proximity to the conveniences of Downtown Silver Spring, Metro's Red Line and City Place Mall. A fast commute? You're within a few blocks of Discovery; NOOA: Maryland Park and Planning Commission, and just a few miles from NIH, FDA, University of Maryland, Montgomery College, and offices of the Federal government. Live at Parkside Terrace and spend less time commuting and more time living.",0.04,1.0
5675,"A beautiful garden community only four blocks from Takoma Park Metro, this apartment features handsome hardwood floors, ceiling fans, and a huge walk-in closet with built in shelving and dresser drawers. Enjoy the fresh air and a beverage on the spacious balcony after a brisk work-out in the on-site fitness center. The remodeled kitchen is complete with dishwasher, disposal, a filtered drinking water system, and there's plenty of free off-street parking. Montgomery College and Jessup Blair Park, located adjacent to the property, provide great recreational facilities.",0.0,0.0
5676,,,
5677,,,
5678,,,
5679,,,
5680,"The community at National Park Seminary is the perfect urban hideaway. These remarkable 1-, 2-, and 3-bedroom apartment homes are in a unique historic parkland located next to Rock Creek Park and just moments from downtown Silver Spring. Each apartment home is one-of-a-kind with unique features, including high ceilings, numerous windows, expansive kitchens, large bathrooms, spacious closets, and scenic views.",0.0,0.0
5681,Large one Bedroom apartment close to METRO (2 BLOCKS) shopping close by and 495 Beltway 3 blocks...20 min to downtown Wash. DC ...Surrounded by parks and on the bus line..Well established community with service onsite.,0.09,1.0
5682,"Includes utilities. Spacious basement in a single family home near Four Corners shopping center, metro and 495 beltway. 1 bedroom, I full bath, large rec room, shared kitchen and laundry room, private entrance, ref 240-338-7437 dichtb40@gmail.com",0.0,0.0
5683,"Masters bedroom with own bath available for rent at a 3br 2b condo at 1111 university boulevard silver spring. All utilities included. Plenty of parking within the building. Close to everything. Quick access to METRO, trails, shopping, and all major roads. Wide expansive views from balcony. Wood floors in main living area and hallways! The smallest bedroom is also available for rent at $650. Roommate with 2 males working in finance and marketing.",0.01,1.0
5684,"Spacious 1 bedroom,1 bath condo in the highly desired Mica Condo. Hardwoods throughout, carpet in bedroom. Rent includes water, gas and electric. Building has gym, party room and pool. Onsite management M-F. Steps to shopping, Metro (SS on red line), DC, Rock Creek Park, 495.
Unit Amenities
? 6th floor unit with over 820 square feet
? Stainless steel appliances
? Corner unit offers privacy; concrete walls between units so noise is never a problem
? Private balcony
? Granite counter-tops in the bathroom, kitchen and dining areas
? Plenty of closet space: walk-in closet in the master bedroom & coat closet in the hallway 
? High-efficiency washer and dryer in unit
? Room darkening shades in the bedroom
? Individually controlled heat/AC
Building Amenities
? Secure entry with on-site management office
? State-of-the-art fitness center
? Outdoor pool
? Multipurpose room for social events
? Pet-friendly building
Neighborhood Amenities
? 1 Block to Silver Spring Metro and bus terminal
? Across the street from Giant Foods, 24-hour CVS, dry cleaners and various restaurants
? Walking distance to Rock Creek park
? Short walk to Silver Spring Arts & Entertainment District, Whole Foods, NOAA, Discovery 
Security deposit = 1 months rent",0.03,1.0
5685,"5 minute walk to Silver Spring Metro (and future Purple Line station) and the shops, restaurants and entertainment of Downtown Silver Spring. Features living room, dining room, half bath, renovated kitchen with island, stainless steel appliances, breakfast nook and walk out to balcony on second level. 2 bedrooms (both with walk-in closets) and 2.5 baths on third level. Third bedroom on fourth level and family room with gas fireplace on first level with entrance to 2 car private garage.",0.0,0.0
5686,"This move-in ready townhouse style condo offers a beautifully renovated kitchen w/ granite counters, s/s appliances & cherry wood cabinets; gleaming hwd flrs; spectacular living & dining room area & sliding glass doors that lead to a private terrace. The upper level features three generously sized bedrooms w/ ample closet space and an updated bath. Mins to Sligo Creek Pkwy, Metro, parks & trails.",0.0,0.0
5687,"2 B/R
1 Bath 
water, gas, and heat included in the rent.
tenants paid their own elect.",0.0,0.0
5688,"1 Bedroom
1 Bathroom
all utilities included
Laundry Facilities
Street Parking
Radiator Heat. (Management Controlled)
A/C fee required depending on the BTU of A/C.
Tenant must purchase their own A/C .
A $50 fee will be charge for the installation of each air-conditioning unit. This one-time fee will include both the installation and removal of each air-conditioning unit. If your unit was initially installed by the window company as part of a window replacement project, there will be no charge for its removal by our company.
Note: The application usually takes 2 to 3 working days to process depending upon the accuracy of the information provided on the application and how quickly employers, current landlords and previous landlords respond to our inquiry. You will be notified if your application was accepted or declined. all adults 18 years and older must complete an application the application fee is $35.00 dollars (per applicant). Your application fee is not refundable under any circumstances. The applications are processed by our processing center. Once the application has been reviewed by the processing center, the application is referred to a SLPM property manager to inform the applicant(s) of the results. Application processors do not communicate directly with applicants and only make tenant selections based on the merit of the application and supporting documentation. Sorry pets are not allowed. Most rental agreements have a minimum 12 month term. You may request a longer lease subject to written approval of the property owner.",0.01,1.0
5689,"2 Bedroom
1 Bathroom
all utilities included
Laundry Facilities
Street Parking
Radiator Heat. (Management Controlled)
A/C fee required depending on the BTU of A/C.
Tenant must purchase their own A/C .
A $50 fee will be charge for the installation of each air-conditioning unit. This one-time fee will include both the installation and removal of each air-conditioning unit. If your unit was initially installed by the window company as part of a window replacement project, there will be no charge for its removal by our company.
Note: The application usually takes 2 to 3 working days to process depending upon the accuracy of the information provided on the application and how quickly employers, current landlords and previous landlords respond to our inquiry. You will be notified if your application was accepted or declined. all adults 18 years and older must complete an application the application fee is $35.00 dollars (per applicant). Your application fee is not refundable under any circumstances. The applications are processed by our processing center. Once the application has been reviewed by the processing center, the application is referred to a SLPM property manager to inform the applicant(s) of the results. Application processors do not communicate directly with applicants and only make tenant selections based on the merit of the application and supporting documentation. Sorry pets are not allowed. Most rental agreements have a minimum 12 month term. You may request a longer lease subject to written approval of the property owner.",0.01,1.0
5690,"Gorgeous townhome!!!
2021 Lyttonsville Rd., Silver Spring, MD 20910
- 3 bedroom, 3.5 bath
- 3-level townhome 
- Master bedroom has loft, with lots of closet space
- New carpet (in fact so new that'll be installed next week)
- Large deck 
- Finished basement
- Great Location, close to Metro, restaurants, theater, downtown Silver Spring
- Close to worship locations
- No smoking
- Close to I-495
Lease Term: 12 month minimum
Rent: $2700 Deposit: $2700 
Application Fee: $60 per adult for credit and background checks",0.01,1.0
5691,"Large, light-filled, and tastefully renovated one bedroom with den/solarium in excellent condition. 
Features:
-	Enormous master bedroom with renovated bathroom
-	Renovated, sun-filled, eat-in kitchen.
-	Many large closets, including two walk-ins, provide for plentiful storage space.
-	Indoor assigned parking available for additional fee
-	Sunny solarium serves as a den/guest room.
-	Spectacular penthouse views to the National Cathedral and downtown Bethesda 
-	Quiet corner-unit apartment
-	Hardwood and marble floors.
-	Full capacity washer and dryer. 
Leisure World is a senior citizen community with many amenities. All residents must be at least 55 years old. THIS APARTMENT MUST BE SEEN TO BE APPRECIATED.",0.09,1.0
5692,"The Galaxy is Silver Spring's most desired residence. Recently built and completed, The Galaxy offers the lifestyle and amenities you deserve. Inside your community, enjoy a 24 Hour Cyber Cafe with Wifi and hotspots throughout the community, State of the Art Fitness Center,Tot-Lot, Luxurious clubroom with pool table and flat screen televisions, Beautifully landscaped outdoor gathering space outfitted with innovative lighting and an Intimate interior courtyard with sculpture garden. Every home is designed with the most tasteful and contemporary finishes. You will fall in love with your gourmet kitchen which features Granite Countertops, Oversized Cabinets, Stainless Steel Appliances, Breakfast Bar and Built in Microwaves. No thought or finish was left out including Full Size Washer and Dryers, Walk-in Closets, Enormous Bathrooms with Ceramic Tile Floor, Unique Floor Plans and Solar Energy. Your Galaxy home will offer you spectacular living. Call us to set up a visit today.",0.0,0.0
5693,"The Gramax, located in the historic and vibrant city of Silver Spring, Maryland is minutes from downtown Washington DC. At The Gramax you will have the comfort and luxury experience of a posh hotel with the comforts of a private residence. We offer first class amenities including a State of the Art Fitness Center, Concierge, Valet Waste Service and ACH Payments. Silver Spring is steeped with shopping, dining and entertainment just steps away from your front door. When you're looking for a first class community to call home, look no further than The Gramax. Come see these apartments in Silver Spring, Maryland for yourself and schedule a visit today.",0.02,1.0
5694,"White Oak Park Apartments is within walking distance to White Oak Shopping Center and the new FDA HQ/Campus. 1 block from Rt. 29 and 1 mile to the Beltway! Enjoy the bus at your front door or the nearby Metro. Come home to your spacious, affordable home.",0.04,1.0
5695,"Somerset Apartments, rental apartments in Silver Spring, MD, define space and luxury. With its distinctive design and practical location, these apartments for rent near Aspen Hill and Wheaton are conveniently located in a peaceful, wooded setting. Somerset provides easy access to major highways and is within a short walk from public transportation, shopping and local schools. Located only minutes away from Washington, DC, these apartments have a complete amenities package. Each apartment includes a washer and dryer, wall-to-wall carpeting, and open living spaces. As a resident of a Cove Property Management community, you will experience courteous and capable service every time as we strive to exceed your expectations.",0.02,1.0
5696,In process of renovation Interior Paint & Kitchen upgrade!! this cape code style 3 bedroom 1.5 bath house has 2 bedrooms on the top floor 1 on the main NEW WINDOWS NEW ROOF -- Fenced-in yard and ZEN GARDEN with custom plantings a screened in porch and shed HWD on the main level Fin BSMT. w/ good storage off street parking for 2 cars! Long term lease available - Landscaping included.,0.11,1.0
5697,LARGE 2 BEDROOM 2 BATH WITH DEN LUXURY CONDO. TABLE SPACE KITCHEN. NEW PAINT. NEW CARPET.GARAGE PARKING SPACE. EXTRA STORAGE UNIT. ENJOY ALL OF THE AMENITIES LEISURE WORLD HAS TO OFFER: GOLFING POOLS TENNIS NEW FITNESS CENTER RESTAURANTS. SOCIAL CLUBS.,0.97,1.0
5698,FABULOUS COLONIAL WITH 3 FINISHED LEVELS. UPDATED KITCHEN HARDWOOD FLOORS SUN ROOM OFF LIVING ROOM WITH DOOR TO LOVELY FLAT BACKYARD WITH TREES BEAUTIFUL BRICK PATIO AND MOSTLY FENCED IN. SUNNY 3 BEDROOMS/2 FULL BATHS UP AND FINISHED BASEMENT WITH HALF BATH. INSIDE THE BELTWAY AND CLOSE TO DOWNTOWN SILVER SPRING-- RESTAURANTS SHOPS. MOVE-IN READY -Blocks to Metro!! --NO PETS PLEASE,0.93,1.0
5699,Beautiful light-filled 4-Lvl 3 BR 2 Full BA 2 Half BA Brick Townhouse in coveted Kemp Mill area. Living Room feat Cathedral Ceilings w/ Wood Burning Fireplace framed by two Sliding Glass Doors that Open to a Huge Deck. Spacious & Luxurious Master BR/BA Suite on private 4th Lvl incl Jacuzzi Tub & Separate Shower. Nearby Amenities incl Shopping; pool restaurant grocery and so much more...,0.08,1.0
5700,Very Nice Single Family Home! Hardwood on main and upper levels carpeted finished basement - 3 bedrooms / 2.5 baths. Stainless Steel Appliances Nice Hardscape/Rear Patio Fenced In Yard - Shed on property. Nicely updated Bathrooms. Community has Pools and Tennis near Bethesda ICC RT 200 DC NIH Walter Reed. Located super close to Layhill Shopping Center & NEW HVAC,0.1,1.0
5701,Completely remodeled home ! Upgraded throughout new everything! Great flowing floor plan. Well manicured yard with mature trees fenced backyard shows like a model! You won t be disappointed!,0.0,0.0
5702,FRESH PAINT & NEW CARPET & FRESH AND REASDY FOR YOU!!! -- End Unit 3 Level TH. This property sparkles with its gleaming rich dark hardwood floors & high ceilings 3 large bedrooms 2.5 baths a chefs kitchen with Black Granite & Stainless appliances Eat in kitchen area & huge Family Room & Dining room attached garage with driveway enough for 4 cars seconds to METRO NIH,0.18,1.0
5703,Expanded 2-level Colonial. Updated kitchen w/gas range & separate dining room. Main level expansion features extra living room and main level master bedroom. Hardwood floors on part of main and entire upper level. Fenced rear yard w/shed. Laundry room off kitchen w/ample pantry space decorative fireplace in LR ceiling fans throughout & thermal windows. Close to METRO & bus line.,0.03,1.0
5704,Adorable rambler in Indian Springs. Nice airy living spaces great flow updated kitchen and bathrooms! Fireplace large fenced yard w/shed (gardening and lawn tools included) walk-out partially finished basement and a STUNNING screened in porch perfect for relaxation and entertaining! This picture perfect property is located near 4 corners & I-495!!,0.02,1.0
5705,Updated 2 bedroom/1 bathroom 2nd floor condo in Silver Spring!! Freshly Painted with COMPLETELY RENOVATED FULL BATH & KITCHEN new windows near bus line METRO and U of MD Free Shuttle small building. 1 assigned parking space ample street parking. Nice rear garden & updated common areas. Close to NIH METRO downtown Silver Spring & Rock Creek Park trail systems!!,0.15,1.0
5706,Great home w/hardwood floors throughout. Main level features sunny kitchen living dining and family room! Upper level features master bedroom and 2 additional bedrooms plus renovated full bath. LL features laundry room gorgeous bathroom and 2 additional bedrooms. Large rear yard boasts fabulous deck and pretty landscaping. Two car driveway. Super close commuter routes shops & Sligo Creek Park,0.02,1.0
5707,Recently renovated! Spacious top floor condo near Glenmont Metro / Subway Station & Bus-line. Adjacent to Shopping Center. 2 bedroom 1.5 bathroom den dining room balcony. New kitchen cabinets counter-tops paint and carpet. - Pool Community Room Green-space Near Brookside Gardens and Newer Elm. School.,0.0,0.0
5708,Beautiful contemporary building in downtown Silver Spring with a great rooftop and amenities. Short walk to redline metro many shops and restaurants. Minutes drive from NW DC. City living at its finest! Parking garage for plenty of guests adjacent to bldg,0.05,1.0
5709,Silverton condo just steps away from metro marc train and downtown Silver Spring. 2 story 1 bedroom condo with loft for office/den. ALL THE UPGRADES granite counters in kitchen and bath. SS appliances cherry cabs and washer/dryer in unit. Unit has storage space w/ own entrance next 2 unit. Secure bldg. fitness center pool and reserve parking space. Walk to Discover Channel NOAA & Shopping.,0.08,1.0
5710,Spacious Rambler with large rooms available immediately. Beautiful hardwood floors throughout main level w/ fireplace kitchen opening to dining room & sliding doors out to deck. Basement has large den area w/ wet bar & full bath. Low utility bills from solar panels geo-thermal & more. Amazing location is close to FDA campus 495 the ICC & tons of shopping & dining options library & parks.,0.03,1.0
5711,Perfect rental for any and all. Plenty of entertaining space sprawling kitchen large bedrooms fantastic deck off rear. Easy access to Columbia Pike 495 29. Minutes from downtown Silver Spring. Lock this one down before its too late!,0.0,0.0
5712,This home is not your typical rental! Beautifully remodeled gourmet kitchen w/ breakfast bar & dining area light filled sunroom warm wood floors throughout & rec room in basement. Deck overlooks private fenced backyard. Great location near shopping/dining just off 495 & 95 close to 29 the ICC & FDA campus 15 mins to Metro & downtown Silver Spring close to parks/playgrounds. Avail 11/17.,0.03,1.0
5713,Centrally located community In the Heart of Silver Spring!In/Out 100 Administrative Fee and 200 refundable Security Deposit. Restricted move times.,0.0,0.0
5714,Great centrally located Property in the heart of Silver Spring. Spacious in a quiet neighborhood.,0.0,0.0
5715,Larger than it looks hardwood floors in main level fire place in living room. Excellent location near 495 and Rout 29 Holly Cross Hospital and Sligo Creek. The house is located at the end of the street. The back yard is fenced off street parking front porch covered patio in the back finished basement has separate entrance on the side.,0.0,0.0
5716,Big Price Drop --Live in paradise in this Beautiful 4 bedroom 3 1/2 bath home on 2.6 acres backing to golf course located in close in Silver Spring. Beautiful views from all windows large kitchen dining room living room w/ fireplace; 4 bedrooms; 2 1/2 baths on main level. Family room in walkout lower level w/ office & full bath. Abundance of storage. Detached 2-car garage.,0.0,0.0
5717,Location location location.- Beautiful brick townhouse featuring hardwood floors on main level 4 beds 3.5 baths deck fully finished basement close to 2 metros 495 schools shopping and restaurants.,0.0,0.0
5718,Beautifully updated single family home in Silver Spring this property offers 4 Br 2Fb fresh paint refinished hard woods throughout the main level carpet stainless steal appliances nice size yard. This home is conveniently located next to shopping restaurants and parks. Minutes away from major routes I 495 200 Metro and Marc,0.0,0.0
5719,Ready for move in. Large 2 bedroom on top level all utilities included with tons of light in highly sought after Americana Finnmark community. Steps to Glenmont Metro (Red Line) and beltway. The community enjoys a 15-acre park with tot lots a dog run picnic areas including grills a large pool tennis and basketball courts and ample parking.,0.0,0.0
5720,Top Floor 2BR/2BA unit w/ panoramic view of DC Skyline. Granite Counters W/D in unit Hardwood in living room and carpet in bedrooms maple cabinets. Just a few blocks to Silver Spring Metro or a few steps,0.08,1.0
5721,Spacious home with 4 000 sq ft of finished space in great condition. Walk to Wheaton Metro! Close to amazing restaurants and shops! Updated with: Fresh painting new lighting Lots of new hardwood floors 1st Floor office large family room with deck Huge MBR with superbath Spacious fully finish bsmt with Den and 3rd full bath Close to Georgia Ave I-495 & Westfield Mall no pets,0.02,1.0
5722,Spacious 5 level garage town home with 3 bedrooms 2 full and 2 half baths. Kitchen with breakfast nook leading to expansive rear deck. Hardwood floors on the main level. Gas fireplace in the living/dining rooms. Master bedroom with built in cabinetry and walk in closet. Master bath with jetted tub and separate shower. Finished lower level. Minutes to shops restaurants subway and metro bus.,0.0,0.0
5723,Very cute and ready to move in.. Nice kitchen sep dining room living rm w fpl. Three bdrms and 2 full ba on main. Lower level large fam rm w new floor laundry lots of storage and full bath. Nice corner lot w big backyard and close to everything.,0.0,0.0
5724,Pet friendly house 1500 sq 4 levels 3 bedrooms 2 bath with a big backyard is now available.6 miles from downtown Bethesda/NIH! Walking distance from Rock Creek Park / Soccer / Tennis / Baseball Fields And 2 minutes away from Rockville. Great Location Recently renovated new HVAC private parking.,0.04,1.0
5725,Updated 3 levels TH. Cathedral ceilings crown moldings & gleaming hardwoods in living room & dining room breakfast area spacious deck family room w/gas fireplace & walkout patio. Jacuzzi in master bedroom 1 car garage total of 4 bathrooms in house!!. Short distance to Metro groceries shopping mall. We have our own in-house Maint Dept for QUICK repair response and 24 hrs emergency response,0.03,1.0
5726,Over 1000 square feet of living space open contemporary feel hardwood floors renovated/updated kitchen and bathrooms walk in closet in the master suite with its own full bath balcony off living room & ALL UTILITIES INCLUDED. Close to Glenmont Subway station.,0.07,1.0
5727,Charming Cape with RENOVATED KITCHEN brkfst bar tile backsplash SS appl s 5 burner stove renovated baths hardwood flrs well landscaped backyard deck patio under deck Fabulous home for great price. We have our own in-house Maint Dept for QUICK response and 24 hr emergency response 24 month minimum lease ALSO for SALE,0.11,1.0
5728,Charming 3BR/2.5BA Cape Cod with enormous back deck and large flat yard. Features generous living space on main level sun room finished basement new gas boiler (2012) new A/C (2014) large detached garage and tool shed. Convenient to the beltway Silver Spring Metro Takoma Park Metro Woodmoor Shopping Center Trader Joes Giant 495 University Blvd Colesville Rd etc.,0.03,1.0
5729,Beautiful light filled brick front 3 level Townhome in the Georgian Colonies community. Lots of recent updates. 4 Bedrooms 3 1/2 Bathrooms. Kitchen has granite plus Stainless Steel appliances. Enjoy the separate dinning room Plus extend the open living room to outside deck. Community pool club house exercise room and tennis court. Minimum 2 year lease. 25 application fee per adult.,0.0,0.0
5730,Sun Filled Open floor plan Garage Townhouse 3 bdrms 2.5 baths relaxing deck owner s suite possible family room/home office at entrance level ready for move in NO SMOKING pets on case to case basis close to all major commuter routes to DC and Baltimore. Call list agent for more details,0.06,1.0
5731,Large rental unit available in a conveniently located high rise building just steps away from transportation and proximate to UMD DC border I-495 downtown Silver Spring and Takoma Park. Lots of shopping and restaurants are located within block. Parking space (assigned) and utilities are included in the rental rate and enjoy your own private balcony with an attractive view!,0.03,1.0
5732,1 room in basement for rent in the sought after Silver Spring. Good size room with private full bathroom updated kitchen and more! Close to all routes and bus lines with shops in walking distance. Looking for 1 renter only.,0.0,0.0
5733,This is a beautiful and spacious 3 bedrooms 2 Full Baths 2 Half Baths 3-story townhouse with garage and an outdoor deck in Silver Spring/Burtonsville MD. Approximately 1520 square feet of total living space is available across 3 levels. Master Bedroom w/ walk-in closet and luxury bath. Finished Lower Level recreation room with washer and dryer and gas fireplace. Close to Route 29 and ICC Route,0.03,1.0
5734,Fantastic Brick Front Town home in Close by location to Shopping Transportation and dining.Featuring 3 BRs 2 FBs and 2 HBs Hardwood Floor Throughout with attached 2 car Garages Laundry On upper level. Master bedroom feature Soaking Tub Tray ceiling walk in closet Sep. shower. Clean and ready to move in. did I mention whole house painted ?,0.05,1.0
5735,Immaculate updated townhome featuring an attractive newer kitchen with stainless appliances granite counter and ceramic tiles floor two large master bedrooms on the upper level tastefully updated bathrooms and a finished walkout basement leading to the fenced rear yard. Upgraded LED lighting Nest thermostat flat screen TV wall mounts and more!,0.04,1.0
5736,Immaculate and attractive 2 - 3 bedroom brick rambler with updated kitchen and quick easy access to I-495 / Beltway and Forest Glen Metro. New improvements include fresh paint throughout new carpeting new windows and more. Beautifully landscaped fenced rear yard with patio and shed. NO PETS!,0.04,1.0
